male,book1,book2,book3,book4,book5,isMarried,isNoble,numDeadRelations,popularity,isAlive
0,0,0,0,1,1,0,1,0,0.020066889632107,1
1,0,1,1,0,0,0,0,0,0.0100334448160535,1
1,0,0,1,0,0,0,1,0,0.020066889632107,0
0,0,1,0,0,0,0,0,0,0.0133779264214046,1
0,0,1,0,0,0,0,1,0,0.0,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,1,1,0,0,0,0,0.0367892976588628,1
0,0,0,1,1,0,0,0,0,0.0167224080267558,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,0,1,0,0,0,0,0.0133779264214046,1
0,0,0,0,0,1,0,0,0,0.0301003344481605,1
1,0,0,0,1,0,0,1,0,0.0133779264214046,0
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,1,0,0.00668896321070234,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,0,0,0,1,1,7,0.0,0
0,1,1,0,0,1,0,0,0,0.0133779264214046,1
1,1,0,0,0,0,0,0,0,0.0167224080267558,0
1,0,0,0,1,0,0,1,0,0.0267558528428093,1
0,0,0,0,0,0,0,1,0,0.0133779264214046,1
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,0,0,1,0,0,1,0,0.0133779264214046,1
0,0,0,0,0,0,0,1,0,0.00334448160535117,1
1,0,0,0,0,0,0,1,0,0.00668896321070234,1
1,0,1,0,0,0,0,1,0,0.0167224080267558,1
1,0,0,1,0,0,0,0,0,0.0167224080267558,1
1,1,0,0,0,0,0,0,0,0.0133779264214046,0
1,1,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,0,0,0,1,0,0.0,1
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
0,0,0,0,1,0,0,1,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0668896321070234,1
1,0,1,0,0,0,0,0,0,0.0334448160535117,1
1,1,0,0,0,0,0,0,0,0.0,1
0,0,0,0,0,0,1,1,0,0.0869565217391304,0
1,0,0,0,0,0,0,1,0,0.0802675585284281,0
0,0,0,0,0,1,1,1,10,0.0936454849498327,0
1,0,0,0,0,0,0,0,7,0.518394648829431,0
0,0,0,0,0,0,1,1,7,0.227424749163879,0
0,1,0,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.227424749163879,0
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,1,0,1,0,1,1,0,0.130434782608695,0
1,0,0,0,0,0,0,0,10,0.765886287625418,0
1,0,0,0,0,0,0,0,0,0.0100334448160535,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,1,0,0,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,1,1,0,0.0,0
1,0,0,1,1,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,1,0,0,0.060200668896321,1
0,0,0,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,1,0,0,0,0,0,0.0234113712374581,1
0,0,0,0,1,0,0,0,0,0.0133779264214046,1
0,0,0,1,1,0,0,0,0,0.0133779264214046,0
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,1,1,0,0,1,0,0.0267558528428093,1
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.0735785953177257,1
0,0,0,0,1,0,1,0,0,0.0735785953177257,1
0,0,0,0,0,1,0,1,0,0.0133779264214046,1
1,0,0,1,0,0,0,0,0,0.0301003344481605,0
1,0,0,1,1,0,0,0,0,0.0267558528428093,1
1,0,1,0,0,0,0,0,0,0.0267558528428093,0
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.060200668896321,1
0,0,1,0,0,1,1,1,0,0.0969899665551839,0
1,0,0,1,1,1,0,0,0,0.0434782608695652,1
0,1,0,0,0,0,0,0,0,0.00668896321070234,1
0,0,0,1,0,0,0,0,0,0.0,1
0,0,0,0,1,0,0,0,0,0.020066889632107,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,0
1,0,1,0,0,0,0,0,0,0.0133779264214046,1
0,0,0,0,0,1,0,1,0,0.0167224080267558,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,0
1,0,0,1,0,0,0,1,0,0.0,1
1,0,0,1,1,1,0,0,0,0.0167224080267558,1
0,0,1,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,0,0,0.0434782608695652,1
0,0,0,1,1,0,1,0,0,0.0167224080267558,1
1,0,1,0,0,0,0,0,0,0.0100334448160535,0
1,0,0,1,0,0,0,0,0,0.00334448160535117,0
1,0,0,1,1,1,1,1,6,0.140468227424749,0
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.00334448160535117,1
0,0,0,0,1,0,0,1,0,0.0234113712374581,1
1,0,0,0,0,0,0,1,0,0.020066889632107,0
1,0,1,0,0,0,0,0,0,0.0133779264214046,1
0,0,0,0,1,0,0,0,0,0.00668896321070234,1
0,0,1,0,0,1,0,0,0,0.0133779264214046,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,1
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
0,0,0,0,0,0,1,1,7,0.13712374581939699,0
0,0,0,1,0,0,0,1,0,0.0133779264214046,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,1
0,0,0,0,0,1,0,0,0,0.0100334448160535,0
0,0,0,0,1,0,0,0,0,0.0167224080267558,1
0,0,0,0,1,0,1,1,0,0.0702341137123745,1
1,0,0,1,1,1,0,0,0,0.0434782608695652,1
0,0,1,0,0,0,0,0,0,0.0,1
0,0,0,0,1,0,0,0,0,0.0167224080267558,1
0,0,1,0,0,0,0,0,0,0.0,1
1,0,0,0,1,1,1,1,0,0.0501672240802675,1
1,0,0,1,0,0,0,1,0,0.00334448160535117,1
0,0,0,1,0,0,0,1,0,0.0167224080267558,1
1,0,0,1,1,0,0,0,0,0.00668896321070234,1
0,0,0,0,0,0,0,0,0,0.0,1
1,0,1,0,0,0,0,0,0,0.0,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,0,0,0,0,0,0,0,0,0.0367892976588628,1
0,0,0,0,0,1,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,0,4,0.7391304347826079,1
0,0,0,0,1,0,0,1,0,0.0133779264214046,1
0,0,0,1,0,0,0,0,0,0.00668896321070234,1
0,0,0,1,1,0,1,0,0,0.0167224080267558,1
0,0,0,0,0,0,0,0,0,0.00334448160535117,1
1,1,0,0,0,0,0,1,0,0.020066889632107,0
1,0,0,1,0,0,0,0,0,0.0100334448160535,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,1,0,0,0,0.0434782608695652,0
0,0,0,0,1,0,0,0,0,0.0,1
0,1,1,1,0,0,0,0,0,0.0334448160535117,1
1,0,0,0,0,0,0,1,0,0.0,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,1,0,1,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,1,0,0.0133779264214046,1
1,0,0,1,0,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.00334448160535117,1
1,0,0,1,0,0,0,1,0,0.020066889632107,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,1,0,0,0,0,0,0,0.0,1
1,0,0,0,1,1,0,0,0,0.0133779264214046,1
0,0,0,0,0,0,0,0,0,0.0133779264214046,1
0,0,0,1,0,0,0,0,0,0.020066889632107,0
0,0,0,0,1,1,0,1,0,0.0133779264214046,1
0,0,0,0,0,1,0,0,0,0.00668896321070234,1
1,0,1,0,0,1,0,0,0,0.0267558528428093,0
0,0,1,0,0,0,0,0,0,0.0167224080267558,1
1,0,0,0,0,0,1,1,0,0.0869565217391304,0
1,0,0,1,0,1,0,1,0,0.0234113712374581,1
1,0,0,0,1,0,0,1,0,0.0100334448160535,1
1,1,0,0,0,0,0,1,0,0.0167224080267558,0
1,0,0,0,0,0,0,1,0,0.0802675585284281,0
0,0,0,1,1,1,0,0,0,0.0167224080267558,1
1,1,0,0,0,0,0,0,0,0.0,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,1,0,0,0,0,1,0,0,0.0167224080267558,1
1,0,0,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,1,0,0,0,1,0,0.0133779264214046,0
1,0,0,0,0,1,0,0,0,0.020066889632107,1
1,0,0,0,0,0,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0133779264214046,1
1,0,0,0,1,1,0,0,0,0.0167224080267558,1
1,0,0,0,0,0,0,0,0,0.0769230769230769,1
1,0,0,0,0,0,0,0,0,0.020066889632107,1
0,0,0,1,1,0,0,0,0,0.00668896321070234,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,0,1,0,0,0,0.0100334448160535,1
0,0,0,0,1,0,0,1,0,0.00334448160535117,1
1,0,0,0,1,0,0,1,0,0.0133779264214046,1
0,1,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,0,0,1,0,0,1,0,0.0434782608695652,1
0,0,0,1,0,0,0,1,0,0.0367892976588628,1
0,0,0,0,1,0,0,0,0,0.0267558528428093,1
0,0,0,0,1,0,0,1,0,0.00334448160535117,1
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,0,1,0,0,0,0,0.0568561872909698,1
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,0,0,0,0,0,0.020066889632107,1
1,0,1,0,0,1,0,0,0,0.0267558528428093,0
1,0,0,0,0,1,0,0,0,0.020066889632107,1
0,0,0,0,1,0,0,0,0,0.0267558528428093,1
0,1,0,0,0,0,0,0,0,0.020066889632107,0
1,0,0,0,0,1,0,0,0,0.127090301003344,1
0,0,0,0,0,0,0,1,0,0.0133779264214046,1
0,0,0,1,1,1,0,0,0,0.020066889632107,0
1,1,1,0,1,0,1,1,0,0.107023411371237,0
1,0,0,0,0,1,0,0,0,0.0234113712374581,0
1,0,0,0,0,0,0,0,0,0.0501672240802675,1
1,0,0,1,0,0,0,1,0,0.0167224080267558,0
1,0,0,0,0,1,0,0,0,0.0133779264214046,1
1,0,0,0,0,1,0,0,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.0468227424749163,1
1,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,0,0,0,1,0,0,0,0,0.0635451505016722,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,1,0,0,0,0,0,0,0.0167224080267558,0
0,0,1,0,0,0,0,0,0,0.0167224080267558,0
1,0,0,0,0,0,0,0,0,0.0267558528428093,1
1,0,0,0,1,1,0,0,0,0.0167224080267558,1
0,0,0,0,1,0,0,0,0,0.060200668896321,0
1,0,0,0,0,0,0,1,0,0.0234113712374581,1
0,0,0,0,1,0,0,1,0,0.0167224080267558,1
1,0,0,1,0,1,0,0,0,0.00334448160535117,0
1,0,0,0,0,0,0,0,0,0.10033444816053501,1
1,0,1,0,0,0,0,0,0,0.0167224080267558,1
1,0,0,0,0,1,0,0,0,0.0100334448160535,1
1,0,0,1,1,0,0,1,0,0.0468227424749163,1
0,0,0,0,0,0,0,0,0,0.0234113712374581,0
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,0,1,1,0,0,0,0,0.0133779264214046,1
0,0,1,1,1,0,0,0,0,0.0167224080267558,1
1,0,0,1,1,0,0,0,0,0.00668896321070234,1
0,0,0,0,0,0,0,0,0,0.00668896321070234,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,1,0,0,0,0,0,0,0.040133779264214,0
0,1,0,0,0,0,0,0,0,0.020066889632107,0
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,1,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,1,0,0,0,0,0,0,0.00334448160535117,1
1,0,0,1,1,1,0,0,0,0.0334448160535117,1
0,0,0,0,1,0,0,1,0,0.0133779264214046,1
1,0,0,0,0,1,0,1,0,0.0133779264214046,1
0,0,0,0,0,0,0,1,0,0.0,1
1,0,0,1,1,0,1,0,0,0.0434782608695652,1
1,0,0,0,1,0,0,1,0,0.040133779264214,1
1,0,1,1,0,0,0,0,0,0.0100334448160535,1
1,0,0,0,0,0,0,1,0,0.187290969899665,0
0,0,0,0,0,0,1,1,0,0.280936454849498,0
0,1,0,0,0,0,0,0,0,0.0,1
1,0,0,0,0,0,0,0,0,0.49498327759197297,0
1,0,0,0,1,0,0,0,0,0.127090301003344,1
1,0,0,0,0,0,0,0,5,0.65886287625418,0
0,0,0,0,1,0,0,0,0,0.0,0
1,0,0,1,0,0,0,0,0,0.0100334448160535,1
1,0,0,0,1,0,0,0,0,0.0568561872909698,1
0,0,0,1,0,0,0,0,0,0.020066889632107,1
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,1,0,0,0,0,0,0,0.020066889632107,1
0,0,0,0,0,1,0,0,0,0.0301003344481605,1
0,0,0,0,0,0,0,0,0,0.00668896321070234,1
0,0,0,0,1,0,1,0,0,0.0535117056856187,1
0,0,0,0,1,0,0,0,0,0.0334448160535117,1
0,0,0,1,0,0,0,0,0,0.0167224080267558,1
0,0,0,1,0,0,1,1,0,0.11036789297658801,0
1,0,0,0,0,0,0,0,0,0.0735785953177257,0
0,0,0,1,1,0,1,1,0,0.42474916387959794,1
0,0,0,0,1,1,0,0,0,0.0167224080267558,1
1,0,1,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,1,1,0,0,0,0,0.0234113712374581,1
0,1,1,1,1,1,1,1,5,0.23076923076923,0
0,0,0,0,0,0,0,0,0,0.020066889632107,1
1,1,0,0,1,0,0,0,0,0.0100334448160535,1
1,0,1,0,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,1,0,1,1,0,0.0501672240802675,1
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,0,0,1,0,0,1,0,0.0267558528428093,1
0,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,0,1,0,0,1,0,0.0234113712374581,1
1,1,1,1,1,1,0,0,0,0.0702341137123745,0
1,1,1,1,1,1,0,1,0,0.183946488294314,1
1,0,0,0,1,0,0,1,0,0.0769230769230769,0
1,0,0,0,1,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,0,0,0.0,1
0,0,0,0,1,0,0,1,0,0.00334448160535117,1
1,1,1,0,0,0,0,0,0,0.0301003344481605,1
0,0,0,0,0,0,0,1,0,0.0133779264214046,1
1,1,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,1,0,0,0,0,0,0.0,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,1
0,0,1,1,1,0,0,1,0,0.0133779264214046,1
1,0,0,1,0,0,0,0,0,0.0234113712374581,1
1,1,0,0,0,0,0,0,0,0.0301003344481605,0
0,0,0,1,1,0,0,0,0,0.0133779264214046,1
1,0,0,1,1,1,0,0,0,0.0167224080267558,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,1,0,0,0,0.0100334448160535,1
0,0,1,0,0,0,0,0,0,0.00668896321070234,0
0,1,0,0,0,0,0,0,0,0.0,1
1,0,0,0,0,0,0,1,0,0.0,1
0,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,1,1,0,0,0,0,0.0267558528428093,1
1,0,1,0,0,0,0,0,0,0.0367892976588628,0
0,0,1,0,0,0,0,0,0,0.00668896321070234,0
1,0,1,0,0,0,0,0,0,0.0367892976588628,0
1,0,0,0,0,0,0,1,0,0.0267558528428093,1
0,0,0,0,0,0,0,0,0,0.0,0
1,0,1,0,0,0,0,0,0,0.020066889632107,1
0,0,0,0,0,1,0,0,0,0.0100334448160535,1
0,0,1,0,0,0,0,1,0,0.0,1
1,0,0,1,0,0,0,0,0,0.0100334448160535,1
0,0,0,0,0,0,0,0,0,0.020066889632107,1
0,0,0,1,1,0,0,0,0,0.020066889632107,1
0,0,0,0,1,0,0,0,0,0.0267558528428093,1
1,0,0,0,0,1,0,0,0,0.020066889632107,1
0,0,1,0,0,0,0,0,0,0.0234113712374581,1
1,0,0,1,1,0,0,0,0,0.0836120401337792,1
0,0,0,0,1,0,0,0,0,0.0735785953177257,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,0,0,0,0,0,0.0133779264214046,0
0,0,0,1,1,0,0,0,0,0.00668896321070234,1
1,0,0,1,1,1,0,0,0,0.0100334448160535,1
1,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,0,0,1,0,0,0,1,0,0.0535117056856187,1
0,0,0,1,1,0,0,0,0,0.123745819397993,1
1,0,0,1,1,0,1,1,0,0.130434782608695,1
0,0,0,1,1,0,0,0,0,0.0167224080267558,1
0,0,0,0,0,0,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.00668896321070234,1
1,0,0,0,1,1,0,0,0,0.0334448160535117,1
0,0,0,0,1,0,1,0,0,0.0501672240802675,1
0,0,0,1,1,0,1,0,0,0.13712374581939699,1
0,0,0,0,1,0,0,0,0,0.0167224080267558,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,0,0,0.0,1
1,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,0,1,1,0,1,0,0.0100334448160535,1
1,0,0,0,1,0,0,1,0,0.0133779264214046,0
1,0,1,0,0,0,0,0,0,0.0234113712374581,0
1,0,0,0,0,0,0,1,0,0.0,1
0,0,0,1,1,0,0,0,0,0.127090301003344,1
0,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,0
1,0,0,0,1,0,0,1,0,0.0167224080267558,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,0,0,0,0,0,1,0,0.00334448160535117,1
1,0,0,1,0,0,0,0,0,0.0133779264214046,0
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,0,1,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,0,0,0.0468227424749163,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
0,0,0,0,0,1,0,0,0,0.0133779264214046,1
1,0,0,1,1,0,0,0,0,0.123745819397993,1
1,0,0,1,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,0,1,0,0,0,0.0234113712374581,0
0,0,0,1,1,0,1,1,0,0.130434782608695,1
1,0,0,1,1,0,0,0,0,0.13712374581939699,1
0,0,0,0,0,0,0,1,0,0.0133779264214046,1
0,0,1,0,0,0,0,0,0,0.00668896321070234,1
1,0,1,0,0,0,0,1,0,0.0133779264214046,1
0,0,0,0,0,0,0,1,0,0.0133779264214046,0
1,0,0,0,0,0,0,1,0,0.020066889632107,0
0,0,0,1,1,0,1,0,0,0.130434782608695,1
0,0,0,1,1,0,0,0,0,0.130434782608695,1
0,0,0,0,1,1,0,0,0,0.0133779264214046,1
0,0,0,1,0,0,0,1,0,0.00334448160535117,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,0
1,0,0,1,1,0,0,0,0,0.0568561872909698,1
0,0,1,0,0,0,0,1,0,0.00668896321070234,1
1,1,0,0,0,0,0,1,0,0.0167224080267558,1
1,0,1,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.0,1
0,1,0,0,0,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,0,0,0,0,0,0,0.0100334448160535,1
0,0,0,1,0,0,0,1,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
0,0,0,0,1,1,0,1,0,0.020066889632107,1
1,0,1,1,1,1,0,0,0,0.0434782608695652,1
1,0,0,0,0,1,0,0,0,0.0334448160535117,1
0,0,0,0,0,1,0,0,0,0.00668896321070234,1
1,0,0,0,1,0,0,0,0,0.0301003344481605,0
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,1,0,0,0,0,0,0.0133779264214046,0
0,0,1,0,0,0,0,0,0,0.0167224080267558,1
0,0,1,0,0,0,0,0,0,0.00334448160535117,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,1,1,0,0,1,0,0.0133779264214046,1
1,0,0,0,0,0,0,1,0,0.0234113712374581,1
1,0,0,0,0,1,0,0,0,0.0100334448160535,1
1,0,1,0,0,0,0,0,0,0.00668896321070234,1
0,0,0,0,0,1,0,0,0,0.00668896321070234,1
0,0,0,0,1,1,0,0,0,0.0100334448160535,1
0,0,0,1,0,0,0,0,0,0.00668896321070234,1
0,0,0,0,0,0,0,1,0,0.0,1
1,0,0,1,1,0,0,1,0,0.120401337792642,1
0,0,0,1,0,0,0,0,0,0.0,1
0,0,0,0,1,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,1,0,0.237458193979933,1
0,0,0,0,1,0,0,0,0,0.0267558528428093,1
0,0,0,0,1,1,0,0,0,0.020066889632107,1
1,0,0,1,0,1,0,0,0,0.0468227424749163,0
1,0,1,1,1,0,0,0,0,0.0668896321070234,1
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,0,0,1,0,1,0,0.0167224080267558,1
1,0,0,0,1,0,0,0,0,0.0367892976588628,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,1,0,0,0,0,0,0,0,0.0100334448160535,1
1,0,0,0,1,1,0,1,0,0.0167224080267558,1
1,1,0,0,1,0,0,0,0,0.0167224080267558,1
