male,book1,book2,book3,book4,book5,isMarried,isNoble,numDeadRelations,popularity,isAlive
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,1,0,0,0,0,0,0,0,0.0267558528428093,0
1,0,0,1,1,0,0,0,0,0.0234113712374581,1
1,0,0,0,0,0,0,1,0,0.0133779264214046,1
1,0,0,0,1,0,0,0,0,0.0668896321070234,0
0,0,0,0,0,1,0,0,0,0.0434782608695652,1
0,0,0,0,0,0,0,0,0,0.0,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,0,0,0.0,1
1,0,1,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,1,1,1,0,0,0,0.0501672240802675,1
1,0,1,0,0,0,0,0,0,0.0100334448160535,1
1,0,1,0,0,0,0,0,0,0.00334448160535117,1
1,0,1,0,0,0,0,0,0,0.0133779264214046,0
0,0,0,0,0,1,0,0,0,0.0468227424749163,0
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,0,1,0,0,0,0.0133779264214046,1
0,0,0,0,1,0,0,1,0,0.0267558528428093,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,1,1,1,1,1,0,0,0,0.0969899665551839,1
1,0,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,1,1,1,0,1,0,0,0.020066889632107,1
1,0,0,0,0,1,0,0,0,0.0167224080267558,1
1,0,1,0,0,0,1,0,0,0.020066889632107,1
0,0,0,0,1,0,0,0,0,0.0167224080267558,1
0,0,0,1,0,0,0,1,0,0.0,1
0,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,0,0,1,0,0,1,0,0.0167224080267558,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
0,0,0,1,1,0,0,1,0,0.127090301003344,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,1,0,0,0,0,0,0,0,0.0367892976588628,0
1,0,0,0,1,0,0,0,0,0.0,1
1,0,0,0,1,1,0,0,0,0.0100334448160535,1
1,0,0,0,1,1,0,0,0,0.0133779264214046,1
1,0,0,1,0,0,0,0,0,0.0133779264214046,0
1,0,0,0,1,0,0,1,0,0.0234113712374581,0
0,0,0,1,1,0,1,0,0,0.127090301003344,1
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,1,0,0,1,0,0.00334448160535117,1
1,0,1,1,1,1,0,0,0,0.0802675585284281,0
0,0,0,0,0,0,0,1,0,0.0,0
0,0,0,0,0,0,0,1,0,0.0100334448160535,1
0,0,0,0,0,0,0,1,0,0.0,1
1,0,1,1,1,0,0,0,0,0.0133779264214046,1
1,0,0,0,0,1,0,1,0,0.0133779264214046,1
0,0,1,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,1,0,0,0,0,0,0,0,0.0568561872909698,0
0,0,1,1,0,0,0,0,0,0.00668896321070234,1
1,0,0,0,1,0,0,0,0,0.00668896321070234,1
1,0,0,0,1,0,0,0,0,0.0133779264214046,1
1,0,0,1,1,1,0,0,0,0.0367892976588628,1
0,0,0,0,1,0,0,1,0,0.0133779264214046,1
0,0,1,0,1,0,0,0,1,0.020066889632107,1
1,0,0,1,0,0,0,0,0,0.00668896321070234,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,0,1,0,0,0,0,0,0.00334448160535117,1
0,0,0,0,0,0,0,0,0,0.00334448160535117,0
0,0,0,0,0,0,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,0,0,0,0.00334448160535117,1
1,0,0,0,0,0,0,0,0,0.0133779264214046,0
0,0,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,1,0,1,0,0,0,0.187290969899665,1
1,0,0,1,1,0,0,0,0,0.020066889632107,1
0,0,0,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,1,1,0,0,1,0,0.0267558528428093,1
0,0,0,0,0,0,0,1,0,0.0,1
0,0,0,0,1,0,0,0,0,0.0100334448160535,1
1,0,1,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,1,0,0,0,0,0,0.00668896321070234,1
1,1,1,0,0,0,0,0,0,0.0100334448160535,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
1,0,1,0,0,0,0,0,0,0.00668896321070234,0
1,0,1,0,0,0,0,0,0,0.0100334448160535,0
1,0,1,0,0,0,0,0,0,0.0167224080267558,0
0,0,0,0,1,0,0,0,0,0.0133779264214046,1
0,0,0,0,0,0,0,0,0,0.00334448160535117,1
0,0,0,1,0,0,0,0,0,0.00334448160535117,1
1,0,1,0,1,0,0,1,0,0.0100334448160535,1
0,0,0,0,1,1,0,0,0,0.0167224080267558,1
0,0,0,0,0,1,0,0,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.0267558528428093,1
0,0,0,0,0,1,0,0,0,0.00668896321070234,1
1,0,0,0,0,1,0,0,0,0.00334448160535117,1
1,1,0,0,0,0,0,1,0,0.00334448160535117,1
1,0,0,0,1,1,0,0,0,0.020066889632107,1
0,1,0,0,0,1,0,0,0,0.0301003344481605,0
0,0,0,0,0,0,1,1,0,0.163879598662207,1
1,0,1,1,1,1,0,1,0,0.0301003344481605,1
1,0,1,1,1,0,0,1,0,0.0334448160535117,1
0,0,0,0,1,1,0,0,0,0.0133779264214046,1
1,0,1,1,0,0,0,1,0,0.020066889632107,0
1,1,1,1,1,1,0,0,0,0.0334448160535117,1
1,1,1,1,1,1,0,1,0,0.0334448160535117,1
0,0,1,1,1,0,0,1,0,0.0133779264214046,1
1,0,1,1,1,0,0,1,0,0.0668896321070234,1
0,0,1,1,1,0,0,0,0,0.14381270903010002,1
1,0,1,1,1,0,0,0,0,0.0802675585284281,1
1,0,1,1,1,1,0,1,0,0.0635451505016722,0
1,0,1,0,0,0,0,0,0,0.0434782608695652,0
0,0,0,1,1,1,0,0,0,0.150501672240802,1
1,0,0,0,0,0,0,1,0,0.040133779264214,0
0,0,0,1,1,1,0,1,0,0.0234113712374581,1
0,0,0,1,1,0,0,1,0,0.060200668896321,1
1,0,1,1,1,1,0,0,0,0.0334448160535117,1
1,0,1,1,1,1,0,1,0,0.0267558528428093,1
0,1,1,1,1,1,0,1,0,0.0267558528428093,1
1,0,1,1,1,0,0,0,0,0.13712374581939699,1
0,0,1,1,1,0,0,0,0,0.0735785953177257,1
0,0,0,1,1,1,0,1,0,0.15384615384615302,1
0,0,0,0,1,1,0,1,0,0.0133779264214046,1
0,0,1,1,1,0,1,0,0,0.0668896321070234,1
0,0,1,1,1,1,1,1,0,0.0969899665551839,0
0,0,1,1,1,0,0,0,0,0.14381270903010002,1
0,0,1,1,1,1,1,0,0,0.15384615384615302,0
1,0,0,0,0,0,1,1,0,0.41471571906354504,0
1,1,1,1,1,1,0,1,0,0.040133779264214,1
1,1,0,1,0,0,0,1,0,0.0535117056856187,0
1,0,1,1,1,1,1,1,0,0.0802675585284281,1
1,0,1,1,1,1,0,1,0,0.0367892976588628,1
0,0,1,1,1,1,1,1,0,0.0635451505016722,1
1,0,1,1,0,0,0,1,0,0.0434782608695652,1
0,1,1,1,1,1,0,1,0,0.0869565217391304,1
1,0,1,1,1,0,0,0,0,0.13377926421404598,1
1,0,0,0,0,0,0,1,0,0.00668896321070234,1
1,0,0,1,1,1,1,1,0,0.060200668896321,1
1,0,0,0,0,1,0,0,0,0.0434782608695652,1
0,0,1,1,1,1,0,0,0,0.0468227424749163,1
1,0,1,0,0,1,1,0,0,0.103678929765886,1
1,0,1,1,1,0,1,1,0,0.163879598662207,1
1,0,0,0,0,0,0,1,0,0.0100334448160535,1
0,0,0,0,0,1,0,1,0,0.0167224080267558,1
1,0,0,1,1,0,1,1,0,0.0668896321070234,1
1,0,0,1,1,1,1,1,0,0.0735785953177257,0
1,0,0,1,1,1,0,0,0,0.354515050167224,0
0,0,0,0,1,1,0,1,0,0.020066889632107,1
1,0,1,1,1,1,0,0,0,0.0501672240802675,1
1,0,1,0,0,0,0,1,0,0.127090301003344,1
0,0,1,1,1,0,1,0,0,0.13377926421404598,1
1,0,0,0,1,1,0,1,0,0.0267558528428093,1
0,0,1,1,1,1,0,1,0,0.020066889632107,1
1,0,0,0,1,0,0,1,0,0.0100334448160535,1
1,0,1,1,1,1,1,1,0,0.0735785953177257,0
1,0,1,1,1,1,0,0,0,0.0702341137123745,1
0,0,1,1,1,1,1,0,0,0.0635451505016722,1
0,1,1,1,1,1,0,0,0,0.0702341137123745,1
1,0,1,0,0,0,1,1,0,0.23411371237458103,1
1,0,0,0,0,1,0,1,0,0.00334448160535117,1
0,1,0,0,0,0,1,1,0,0.060200668896321,1
0,0,1,1,1,1,1,1,0,0.0668896321070234,0
1,0,0,1,1,1,0,0,0,0.020066889632107,1
0,0,1,1,1,0,1,0,0,0.140468227424749,1
1,0,0,0,1,1,0,1,0,0.0635451505016722,1
1,0,1,1,1,0,0,0,0,0.140468227424749,1
0,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,1,1,1,1,0,0,0,0.060200668896321,1
1,0,1,0,0,0,0,1,0,0.0267558528428093,0
1,0,1,1,1,0,0,0,0,0.10033444816053501,1
1,0,1,1,1,1,0,0,0,0.0334448160535117,0
1,0,0,0,0,0,0,1,0,0.0267558528428093,0
1,1,1,1,1,0,0,1,0,0.0367892976588628,0
1,0,0,0,0,0,0,0,0,0.0167224080267558,0
0,0,1,1,1,0,1,0,0,0.140468227424749,1
1,0,0,0,0,1,0,1,0,0.0133779264214046,1
1,1,1,0,0,0,0,0,0,0.0301003344481605,0
0,1,1,1,1,1,0,0,0,0.0702341137123745,1
0,0,1,1,1,0,0,0,0,0.13377926421404598,1
1,1,1,1,0,0,0,0,0,0.0635451505016722,0
0,0,0,0,0,0,0,1,0,0.0100334448160535,0
1,0,0,0,1,0,0,1,0,0.0133779264214046,1
1,1,0,1,1,1,0,1,0,0.0702341137123745,1
1,0,1,1,1,1,0,1,1,0.0735785953177257,0
1,0,0,1,1,1,0,0,0,0.0267558528428093,0
0,0,1,1,1,1,0,0,0,0.0267558528428093,1
0,0,1,1,1,0,0,1,0,0.0836120401337792,1
1,0,1,1,1,1,0,0,0,0.0468227424749163,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
1,1,1,1,1,1,0,0,0,0.00668896321070234,1
1,1,1,0,0,0,1,1,0,0.48494983277591897,0
0,0,1,1,1,1,1,0,0,0.0769230769230769,0
0,0,1,1,1,0,0,0,0,0.14381270903010002,1
0,0,0,0,1,1,0,0,0,0.0167224080267558,1
0,0,0,0,1,1,0,1,0,0.0100334448160535,1
0,0,1,1,1,0,1,1,0,0.103678929765886,1
1,0,0,0,1,1,0,1,0,0.0735785953177257,1
1,0,1,1,1,1,0,0,0,0.0501672240802675,0
1,0,1,1,1,0,0,1,0,0.020066889632107,1
0,0,0,0,1,0,0,1,0,0.0100334448160535,1
0,0,1,1,1,0,0,1,0,0.157190635451505,1
0,0,1,1,1,1,0,0,0,0.040133779264214,1
1,1,1,1,1,1,0,0,0,0.167224080267558,0
0,1,1,1,0,1,1,0,0,0.0836120401337792,1
1,1,0,0,0,1,0,0,0,0.0869565217391304,0
1,1,1,1,1,1,1,1,0,0.18060200668896303,1
0,0,1,1,1,0,1,0,0,0.0969899665551839,1
0,0,1,1,1,0,1,0,0,0.11705685618728999,1
0,0,1,1,1,0,0,0,0,0.0501672240802675,1
0,0,1,1,1,1,0,0,0,0.0133779264214046,0
0,0,0,1,1,1,0,1,0,0.0267558528428093,1
1,0,0,0,1,0,1,1,0,0.0568561872909698,1
0,0,0,1,1,0,0,1,0,0.0836120401337792,0
0,0,1,1,1,0,0,1,0,0.0234113712374581,1
0,1,1,0,0,1,0,0,0,0.0434782608695652,0
1,0,0,0,1,0,1,1,0,0.0769230769230769,1
1,0,0,1,1,1,0,1,0,0.0267558528428093,1
1,1,0,0,1,1,1,0,0,0.103678929765886,1
1,0,1,1,1,0,0,0,0,0.0869565217391304,1
1,0,0,1,1,1,0,0,0,0.0434782608695652,0
0,1,1,0,0,1,0,0,0,0.0167224080267558,1
1,0,1,1,1,0,0,1,0,0.0869565217391304,1
1,0,0,0,1,0,0,1,0,0.0367892976588628,1
0,0,1,1,1,0,0,1,0,0.0367892976588628,0
0,1,1,1,1,1,0,1,0,0.060200668896321,1
1,0,1,0,0,0,0,1,0,0.0802675585284281,1
1,0,0,1,1,1,0,0,0,0.0267558528428093,0
0,0,1,1,1,0,0,1,0,0.0267558528428093,1
1,0,1,1,1,1,0,0,0,0.0434782608695652,0
1,0,1,0,0,0,0,1,0,0.0100334448160535,1
1,1,0,1,0,0,0,1,0,0.357859531772575,1
0,0,1,1,1,1,0,1,0,0.040133779264214,1
1,0,1,0,0,1,0,1,0,0.0267558528428093,1
1,0,1,0,0,0,0,1,0,0.0234113712374581,0
0,0,1,0,0,0,0,1,0,0.0100334448160535,1
1,0,1,0,0,0,1,1,0,0.107023411371237,1
1,0,0,0,1,0,0,1,0,0.0769230769230769,1
1,0,1,0,1,0,0,1,0,0.0468227424749163,0
0,0,0,0,1,1,1,0,0,0.0301003344481605,1
1,0,0,1,1,0,0,1,0,0.0267558528428093,1
0,0,1,1,1,1,0,0,0,0.0133779264214046,1
0,0,0,1,1,1,0,0,0,0.163879598662207,1
1,1,1,1,1,1,0,0,0,0.0668896321070234,1
0,0,0,1,1,1,0,0,0,0.0167224080267558,0
1,0,1,1,1,1,0,1,0,0.0501672240802675,1
0,0,1,1,1,0,1,0,0,0.160535117056856,1
0,0,0,1,1,0,1,0,0,0.127090301003344,1
0,0,1,1,1,0,0,0,0,0.0802675585284281,1
1,1,1,1,0,0,0,1,0,0.0668896321070234,0
0,1,1,0,0,1,0,0,0,0.0334448160535117,0
1,1,1,1,1,1,0,1,0,0.0468227424749163,0
0,0,1,1,1,1,1,1,0,0.11371237458193902,1
0,0,1,1,1,0,0,0,0,0.0535117056856187,1
1,0,1,1,1,0,0,1,0,0.0869565217391304,1
1,0,0,0,1,0,0,1,0,0.0167224080267558,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
1,0,1,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,0,1,1,0,1,0,0.0167224080267558,1
1,1,1,1,1,0,0,1,0,0.0635451505016722,1
1,0,0,0,1,1,0,1,0,0.020066889632107,1
1,1,1,1,1,1,1,1,0,0.140468227424749,1
0,0,1,1,1,1,0,1,0,0.0434782608695652,1
1,0,0,0,0,0,0,1,0,0.0367892976588628,1
1,0,0,0,1,0,1,1,0,0.0133779264214046,1
1,0,0,0,1,1,0,1,0,0.0133779264214046,1
1,0,0,1,1,1,0,0,0,0.0301003344481605,0
0,1,1,1,1,1,0,0,0,0.130434782608695,1
1,0,1,1,1,0,1,1,0,0.0668896321070234,1
1,1,1,1,1,1,0,0,0,0.130434782608695,1
0,1,0,1,1,1,0,1,0,0.0301003344481605,1
1,0,0,1,1,1,0,0,0,0.0501672240802675,0
1,0,0,0,0,0,0,1,0,0.0167224080267558,0
1,0,1,1,1,0,0,0,0,0.0468227424749163,1
1,0,1,0,0,0,0,1,0,0.0133779264214046,0
1,1,1,1,1,1,0,1,0,0.163879598662207,1
1,0,1,1,0,0,0,1,0,0.0568561872909698,1
1,1,1,1,1,1,1,1,0,0.0836120401337792,1
0,0,0,1,1,1,0,1,0,0.0234113712374581,1
1,0,0,0,1,1,0,1,0,0.0234113712374581,1
1,0,0,1,0,0,0,1,0,0.0234113712374581,0
1,0,0,1,1,1,0,1,0,0.0468227424749163,1
1,0,0,1,1,1,0,1,0,0.0267558528428093,1
1,0,0,1,1,1,0,1,0,0.040133779264214,1
1,0,0,0,1,1,0,1,0,0.0869565217391304,1
1,0,0,0,1,0,0,1,0,0.00668896321070234,1
1,0,0,0,0,0,0,1,0,0.060200668896321,0
1,0,1,1,0,0,0,1,0,0.0535117056856187,1
1,1,1,1,1,1,0,1,0,0.15384615384615302,1
0,0,0,1,1,1,0,0,0,0.0234113712374581,1
1,0,0,1,0,0,0,1,0,0.0301003344481605,0
1,0,0,0,0,1,0,1,0,0.0100334448160535,1
0,0,0,1,1,1,0,0,0,0.020066889632107,0
1,1,1,1,1,0,0,0,0,0.0133779264214046,1
1,0,1,1,0,0,0,1,0,0.040133779264214,0
1,0,1,1,0,0,0,1,0,0.0334448160535117,1
1,0,0,0,1,1,0,1,0,0.0167224080267558,1
0,0,0,0,1,0,1,1,0,0.0535117056856187,1
1,0,0,0,0,0,0,1,0,0.157190635451505,1
1,0,0,0,0,0,0,1,0,0.0501672240802675,0
0,0,0,1,1,1,0,0,0,0.0334448160535117,0
1,1,1,1,0,0,0,0,0,0.0267558528428093,0
1,1,1,1,1,1,0,0,0,0.060200668896321,1
1,1,1,1,1,0,0,1,0,0.0702341137123745,1
1,0,1,1,1,1,0,1,0,0.0167224080267558,1
1,0,1,0,0,0,0,1,0,0.0234113712374581,1
1,1,0,0,1,1,0,1,0,0.0267558528428093,1
1,1,0,0,0,0,0,1,0,0.0635451505016722,0
0,1,0,0,0,0,0,1,0,0.0167224080267558,1
1,0,0,1,1,1,0,1,0,0.0434782608695652,1
1,0,0,0,0,0,0,1,0,0.27090301003344397,0
1,0,0,0,1,1,0,1,0,0.0301003344481605,0
1,0,0,0,0,0,0,1,0,0.0869565217391304,0
1,0,0,0,1,1,0,1,0,0.0535117056856187,1
1,0,1,1,1,0,0,1,0,0.0903010033444816,1
1,1,1,1,1,1,0,1,0,0.130434782608695,0
1,1,0,0,0,0,0,1,0,0.060200668896321,1
1,1,1,1,1,1,0,1,0,0.214046822742474,1
1,0,0,0,0,1,0,1,0,0.020066889632107,1
1,0,1,1,1,0,1,1,0,0.0769230769230769,1
1,0,1,1,1,0,0,0,0,0.0903010033444816,1
1,1,1,1,1,1,0,1,0,0.21739130434782603,1
1,0,1,1,0,0,0,1,0,0.020066889632107,0
1,0,0,1,1,1,0,1,0,0.0468227424749163,1
1,0,0,0,1,1,0,1,0,0.0769230769230769,1
1,0,0,0,1,1,0,1,0,0.0367892976588628,1
1,0,0,0,0,1,0,1,0,0.0501672240802675,1
1,0,0,1,1,0,0,1,0,0.0267558528428093,1
1,1,1,1,0,1,0,1,0,0.060200668896321,0
1,0,0,0,0,0,0,1,0,0.0267558528428093,0
1,0,0,0,0,0,0,1,0,0.0535117056856187,0
0,0,0,0,1,1,0,1,0,0.0100334448160535,1
0,0,0,0,1,0,0,1,0,0.0167224080267558,1
0,1,1,1,1,1,0,0,0,0.0267558528428093,1
0,1,1,1,1,0,0,0,0,0.0334448160535117,1
0,1,1,1,1,1,0,0,0,0.10033444816053501,1
1,0,1,1,1,1,1,1,0,0.0903010033444816,1
0,1,1,1,1,1,1,0,0,0.177257525083612,1
1,1,1,1,0,1,0,1,0,0.060200668896321,0
1,0,0,1,1,1,0,0,0,0.0501672240802675,0
1,0,0,0,0,0,1,1,0,0.0468227424749163,0
1,0,0,0,1,0,0,1,1,0.0434782608695652,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
1,1,1,1,1,1,0,0,0,0.020066889632107,1
0,0,0,0,0,0,0,1,0,0.0334448160535117,0
0,0,1,1,1,0,1,0,0,0.060200668896321,1
1,0,0,1,1,0,1,0,0,0.0769230769230769,1
0,0,1,1,1,0,0,0,0,0.0635451505016722,1
0,0,1,1,1,1,0,0,0,0.020066889632107,1
0,0,1,1,1,0,1,0,0,0.10033444816053501,1
1,0,0,0,0,0,0,1,0,0.0234113712374581,0
1,0,0,0,0,0,0,1,0,0.0234113712374581,0
0,0,0,0,1,1,0,1,0,0.0167224080267558,1
0,0,1,1,1,0,0,0,0,0.11371237458193902,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
0,0,0,1,1,1,0,0,0,0.0234113712374581,1
0,0,0,0,1,1,0,1,0,0.0234113712374581,1
1,0,1,1,1,0,1,1,0,0.160535117056856,1
1,0,1,0,0,0,0,1,0,0.0100334448160535,1
0,0,1,1,1,0,0,0,0,0.0535117056856187,1
1,0,1,0,0,0,1,1,0,0.127090301003344,1
1,0,1,1,0,0,0,1,0,0.0635451505016722,1
1,0,1,0,0,0,0,1,0,0.0100334448160535,1
1,0,0,1,1,0,0,1,1,0.0468227424749163,0
0,0,0,0,1,1,0,0,0,0.040133779264214,1
0,0,0,0,1,1,1,0,0,0.020066889632107,1
0,1,1,1,1,1,0,0,0,0.103678929765886,1
0,0,1,1,1,0,1,0,0,0.0501672240802675,1
1,0,0,1,1,0,0,1,0,0.260869565217391,0
0,0,0,1,1,0,0,0,0,0.020066889632107,1
1,0,0,1,0,0,0,1,0,0.0167224080267558,1
1,0,1,1,1,1,0,0,0,0.0367892976588628,1
1,0,0,1,1,1,0,1,0,0.0334448160535117,1
0,0,0,0,0,1,0,1,0,0.0167224080267558,1
1,1,1,0,1,1,0,0,0,0.0535117056856187,0
0,0,1,1,1,0,1,0,0,0.0668896321070234,1
1,0,0,0,1,1,0,1,0,0.0167224080267558,1
1,0,1,1,0,0,0,0,0,0.040133779264214,0
1,0,1,1,1,0,0,0,0,0.060200668896321,1
0,0,0,1,1,1,0,1,0,0.0267558528428093,1
0,0,0,1,1,1,1,0,0,0.0735785953177257,1
1,0,0,0,0,1,0,1,0,0.0501672240802675,1
1,0,0,1,1,1,0,0,0,0.0167224080267558,1
1,1,1,1,1,1,0,1,0,0.0568561872909698,0
1,0,0,1,1,0,1,1,0,0.127090301003344,1
0,0,0,0,1,1,1,0,0,0.0468227424749163,1
0,0,0,1,1,1,1,1,0,0.17391304347826,1
0,0,1,1,1,0,1,0,0,0.0802675585284281,1
0,0,0,1,1,1,0,1,0,0.0234113712374581,1
0,0,0,0,0,0,0,0,0,0.0,1
0,1,1,1,1,1,0,1,0,0.0367892976588628,1
0,0,1,1,1,1,1,1,0,0.0869565217391304,1
0,0,1,1,1,1,0,1,0,0.0334448160535117,1
1,0,0,0,0,0,0,1,0,0.0735785953177257,0
